chrom	start	end	strand	source	field_type	gene_type	gene_status	gene_name	transcript_type	transcript_status	transcript_name	gene_id	transcript_id
chr4	99393361	99578843	-	HAVANA	transcript	protein_coding	KNOWN	TSPAN5	protein_coding	NOVEL	TSPAN5-004	ENSG00000168785.3	ENST00000505184.1
chr4	99399868	99578786	-	HAVANA	transcript	protein_coding	KNOWN	TSPAN5	protein_coding	NOVEL	TSPAN5-006	ENSG00000168785.3	ENST00000515287.1
chr4	99403213	99578800	-	HAVANA	transcript	protein_coding	KNOWN	TSPAN5	protein_coding	NOVEL	TSPAN5-005	ENSG00000168785.3	ENST00000511651.1
chr4	99792835	99851788	-	HAVANA	transcript	protein_coding	KNOWN	EIF4E	protein_coding	KNOWN	EIF4E-001	ENSG00000151247.8	ENST00000450253.2
chr4	99801916	99850243	-	HAVANA	transcript	protein_coding	KNOWN	EIF4E	protein_coding	KNOWN	EIF4E-002	ENSG00000151247.8	ENST00000280892.6
chr4	99801996	99850252	-	HAVANA	transcript	protein_coding	KNOWN	EIF4E	protein_coding	NOVEL	EIF4E-008	ENSG00000151247.8	ENST00000511644.1
chr4	99801996	99850276	-	HAVANA	transcript	protein_coding	KNOWN	EIF4E	protein_coding	PUTATIVE	EIF4E-005	ENSG00000151247.8	ENST00000504432.1
chr4	99802049	99850284	-	HAVANA	transcript	protein_coding	KNOWN	EIF4E	protein_coding	NOVEL	EIF4E-007	ENSG00000151247.8	ENST00000505992.1
chr4	99916771	99983964	+	HAVANA	transcript	protein_coding	KNOWN	METAP1	protein_coding	KNOWN	METAP1-001	ENSG00000164024.7	ENST00000296411.6
chr4	99952798	99983959	+	ENSEMBL	transcript	protein_coding	KNOWN	METAP1	protein_coding	KNOWN	METAP1-201	ENSG00000164024.7	ENST00000544031.1
chr4	99964400	99982670	+	HAVANA	transcript	protein_coding	KNOWN	METAP1	protein_coding	NOVEL	METAP1-011	ENSG00000164024.7	ENST00000510133.1
chr4	99966341	99983175	+	HAVANA	transcript	protein_coding	KNOWN	METAP1	protein_coding	NOVEL	METAP1-002	ENSG00000164024.7	ENST00000514051.1
chr4	99992132	100009902	-	HAVANA	transcript	protein_coding	KNOWN	ADH5	protein_coding	KNOWN	ADH5-001	ENSG00000197894.6	ENST00000296412.8
chr4	99997443	100006367	-	HAVANA	transcript	protein_coding	KNOWN	ADH5	protein_coding	NOVEL	ADH5-011	ENSG00000197894.6	ENST00000503130.1
chr4	100044808	100065448	-	HAVANA	transcript	protein_coding	KNOWN	ADH4	protein_coding	NOVEL	ADH4-002	ENSG00000198099.4	ENST00000508393.1
chr4	100044818	100065448	-	HAVANA	transcript	protein_coding	KNOWN	ADH4	protein_coding	KNOWN	ADH4-001	ENSG00000198099.4	ENST00000265512.7
chr4	100044832	100064391	-	ENSEMBL	transcript	protein_coding	KNOWN	ADH4	protein_coding	KNOWN	ADH4-201	ENSG00000198099.4	ENST00000423445.1
chr4	100045530	100065427	-	HAVANA	transcript	protein_coding	KNOWN	ADH4	protein_coding	NOVEL	ADH4-005	ENSG00000198099.4	ENST00000505590.1
chr4	100052782	100065389	-	HAVANA	transcript	protein_coding	KNOWN	ADH4	protein_coding	NOVEL	ADH4-011	ENSG00000198099.4	ENST00000512499.1
chr4	100052825	100065419	-	HAVANA	transcript	protein_coding	KNOWN	ADH4	protein_coding	NOVEL	ADH4-006	ENSG00000198099.4	ENST00000504125.1
chr4	100123795	100140392	-	HAVANA	transcript	protein_coding	KNOWN	ADH6	protein_coding	NOVEL	ADH6-002	ENSG00000172955.13	ENST00000394897.1
chr4	100123796	100140403	-	HAVANA	transcript	protein_coding	KNOWN	ADH6	protein_coding	KNOWN	ADH6-001	ENSG00000172955.13	ENST00000394899.2
chr4	100125176	100140331	-	ENSEMBL	transcript	protein_coding	KNOWN	ADH6	protein_coding	KNOWN	ADH6-201	ENSG00000172955.13	ENST00000407820.2
chr4	100125879	100140694	-	HAVANA	transcript	protein_coding	KNOWN	ADH6	protein_coding	KNOWN	ADH6-003	ENSG00000172955.13	ENST00000237653.7
chr4	100128603	100140400	-	HAVANA	transcript	protein_coding	KNOWN	ADH6	protein_coding	PUTATIVE	ADH6-008	ENSG00000172955.13	ENST00000508558.1
chr4	100197524	100212185	-	HAVANA	transcript	protein_coding	KNOWN	ADH1A	protein_coding	KNOWN	ADH1A-001	ENSG00000187758.3	ENST00000209668.2
chr4	100226121	100242556	-	HAVANA	transcript	protein_coding	KNOWN	ADH1B	protein_coding	KNOWN	ADH1B-001	ENSG00000196616.8	ENST00000305046.8
chr4	100226134	100242556	-	ENSEMBL	transcript	protein_coding	KNOWN	ADH1B	protein_coding	KNOWN	ADH1B-201	ENSG00000196616.8	ENST00000394887.3
chr4	100333418	100356894	-	HAVANA	transcript	protein_coding	KNOWN	ADH7	protein_coding	KNOWN	ADH7-001	ENSG00000196344.7	ENST00000437033.2
chr4	100333418	100356667	-	ENSEMBL	transcript	protein_coding	KNOWN	ADH7	protein_coding	KNOWN	ADH7-201	ENSG00000196344.7	ENST00000209665.4
chr4	100334163	100356430	-	HAVANA	transcript	protein_coding	KNOWN	ADH7	protein_coding	PUTATIVE	ADH7-003	ENSG00000196344.7	ENST00000482593.1
chr4	100334195	100356291	-	HAVANA	transcript	protein_coding	KNOWN	ADH7	protein_coding	NOVEL	ADH7-002	ENSG00000196344.7	ENST00000476959.1
chr4	100349000	100351448	-	HAVANA	transcript	protein_coding	KNOWN	ADH7	protein_coding	PUTATIVE	ADH7-004	ENSG00000196344.7	ENST00000474027.1
chr4	100432161	100463460	+	HAVANA	transcript	protein_coding	KNOWN	C4orf17	protein_coding	KNOWN	C4orf17-001	ENSG00000138813.5	ENST00000326581.4
chr4	100432169	100462920	+	HAVANA	transcript	protein_coding	KNOWN	C4orf17	protein_coding	PUTATIVE	C4orf17-003	ENSG00000138813.5	ENST00000514652.1
chr4	100467866	100485174	-	HAVANA	transcript	protein_coding	KNOWN	TRMT10A	protein_coding	KNOWN	TRMT10A-001	ENSG00000145331.9	ENST00000394877.3
chr4	100467884	100484825	-	HAVANA	transcript	protein_coding	KNOWN	TRMT10A	protein_coding	KNOWN	TRMT10A-003	ENSG00000145331.9	ENST00000273962.3
chr4	100469770	100485189	-	HAVANA	transcript	protein_coding	KNOWN	TRMT10A	protein_coding	KNOWN	TRMT10A-002	ENSG00000145331.9	ENST00000394876.2
chr4	100474970	100484887	-	HAVANA	transcript	protein_coding	KNOWN	TRMT10A	protein_coding	KNOWN	TRMT10A-005	ENSG00000145331.9	ENST00000455368.2
chr4	100474988	100484880	-	HAVANA	transcript	protein_coding	KNOWN	TRMT10A	protein_coding	KNOWN	TRMT10A-004	ENSG00000145331.9	ENST00000514547.1
chr4	100484985	100512396	+	HAVANA	transcript	protein_coding	KNOWN	MTTP	protein_coding	KNOWN	MTTP-009	ENSG00000138823.8	ENST00000506883.1
chr4	100485240	100544380	+	HAVANA	transcript	protein_coding	KNOWN	MTTP	protein_coding	PUTATIVE	MTTP-002	ENSG00000138823.8	ENST00000511045.1
chr4	100485240	100545156	+	ENSEMBL	transcript	protein_coding	KNOWN	MTTP	protein_coding	KNOWN	MTTP-201	ENSG00000138823.8	ENST00000457717.1
chr4	100495864	100545154	+	HAVANA	transcript	protein_coding	KNOWN	MTTP	protein_coding	KNOWN	MTTP-001	ENSG00000138823.8	ENST00000265517.5
chr4	100495981	100505350	+	HAVANA	transcript	protein_coding	KNOWN	MTTP	protein_coding	PUTATIVE	MTTP-003	ENSG00000138823.8	ENST00000422897.2
chr4	100557686	100575805	-	HAVANA	transcript	protein_coding	KNOWN	RP11-766F14.2	protein_coding	PUTATIVE	RP11-766F14.2-001	ENSG00000248713.1	ENST00000511828.1
chr4	100737990	100791311	+	HAVANA	transcript	protein_coding	KNOWN	DAPP1	protein_coding	PUTATIVE	DAPP1-001	ENSG00000070190.8	ENST00000296414.7
chr4	100738003	100789871	+	HAVANA	transcript	protein_coding	KNOWN	DAPP1	protein_coding	KNOWN	DAPP1-002	ENSG00000070190.8	ENST00000512369.1
chr4	100799493	100815647	-	HAVANA	transcript	protein_coding	KNOWN	LAMTOR3	protein_coding	KNOWN	LAMTOR3-001	ENSG00000109270.8	ENST00000499666.2
chr4	100802364	100815533	-	HAVANA	transcript	protein_coding	KNOWN	LAMTOR3	protein_coding	NOVEL	LAMTOR3-003	ENSG00000109270.8	ENST00000226522.8
chr4	100817405	100867883	-	HAVANA	transcript	protein_coding	KNOWN	DNAJB14	protein_coding	KNOWN	DNAJB14-001	ENSG00000164031.12	ENST00000442697.2
chr4	100869245	100871545	-	HAVANA	transcript	protein_coding	KNOWN	H2AFZ	protein_coding	KNOWN	H2AFZ-001	ENSG00000164032.7	ENST00000296417.5
chr4	101107027	101111625	-	HAVANA	transcript	protein_coding	KNOWN	DDIT4L	protein_coding	KNOWN	DDIT4L-001	ENSG00000145358.2	ENST00000273990.2
chr4	101108885	101111461	-	HAVANA	transcript	protein_coding	KNOWN	DDIT4L	protein_coding	KNOWN	DDIT4L-003	ENSG00000145358.2	ENST00000502763.1
chr4	101109032	101111939	-	HAVANA	transcript	protein_coding	KNOWN	DDIT4L	protein_coding	KNOWN	DDIT4L-002	ENSG00000145358.2	ENST00000513992.1
chr4	101316498	101439250	-	HAVANA	transcript	protein_coding	KNOWN	EMCN	protein_coding	KNOWN	EMCN-001	ENSG00000164035.5	ENST00000296420.4
chr4	101318621	101439160	-	HAVANA	transcript	protein_coding	KNOWN	EMCN	protein_coding	KNOWN	EMCN-003	ENSG00000164035.5	ENST00000305864.3
chr4	101318951	101396234	-	HAVANA	transcript	protein_coding	KNOWN	EMCN	protein_coding	NOVEL	EMCN-007	ENSG00000164035.5	ENST00000506300.1
chr4	101319027	101439158	-	HAVANA	transcript	protein_coding	KNOWN	EMCN	protein_coding	NOVEL	EMCN-002	ENSG00000164035.5	ENST00000511970.1
chr4	101342455	101439159	-	HAVANA	transcript	protein_coding	KNOWN	EMCN	protein_coding	NOVEL	EMCN-006	ENSG00000164035.5	ENST00000502569.1
chr4	101944566	102268634	-	HAVANA	transcript	protein_coding	KNOWN	PPP3CA	protein_coding	NOVEL	PPP3CA-004	ENSG00000138814.12	ENST00000512215.1
chr4	101944587	102268637	-	HAVANA	transcript	protein_coding	KNOWN	PPP3CA	protein_coding	KNOWN	PPP3CA-001	ENSG00000138814.12	ENST00000394854.3
chr4	101944588	102268628	-	HAVANA	transcript	protein_coding	KNOWN	PPP3CA	protein_coding	NOVEL	PPP3CA-005	ENSG00000138814.12	ENST00000323055.6
chr4	101945485	102268484	-	HAVANA	transcript	protein_coding	KNOWN	PPP3CA	protein_coding	KNOWN	PPP3CA-002	ENSG00000138814.12	ENST00000394853.4
chr4	101946475	102267999	-	HAVANA	transcript	protein_coding	KNOWN	PPP3CA	protein_coding	PUTATIVE	PPP3CA-007	ENSG00000138814.12	ENST00000507176.1
chr4	101947022	102267953	-	ENSEMBL	transcript	protein_coding	KNOWN	PPP3CA	protein_coding	KNOWN	PPP3CA-201	ENSG00000138814.12	ENST00000523694.2
chr4	102019575	102269435	-	HAVANA	transcript	protein_coding	KNOWN	PPP3CA	protein_coding	PUTATIVE	PPP3CA-009	ENSG00000138814.12	ENST00000529324.1
chr4	102019620	102268717	-	HAVANA	transcript	protein_coding	KNOWN	PPP3CA	protein_coding	PUTATIVE	PPP3CA-010	ENSG00000138814.12	ENST00000525819.1
chr4	102268937	102270040	+	HAVANA	transcript	protein_coding	KNOWN	AP001816.1	protein_coding	PUTATIVE	AP001816.1-001	ENSG00000254531.1	ENST00000527564.1
chr4	102268949	102269878	+	HAVANA	transcript	protein_coding	KNOWN	AP001816.1	protein_coding	PUTATIVE	AP001816.1-002	ENSG00000254531.1	ENST00000529296.1
chr4	102341118	102995969	+	HAVANA	transcript	protein_coding	KNOWN	BANK1	protein_coding	KNOWN	BANK1-004	ENSG00000153064.7	ENST00000504592.1
chr4	102711764	102995896	+	HAVANA	transcript	protein_coding	KNOWN	BANK1	protein_coding	KNOWN	BANK1-001	ENSG00000153064.7	ENST00000322953.4
chr4	102711764	102995967	+	ENSEMBL	transcript	protein_coding	KNOWN	BANK1	protein_coding	KNOWN	BANK1-201	ENSG00000153064.7	ENST00000428908.1
chr4	102711887	102994905	+	HAVANA	transcript	protein_coding	KNOWN	BANK1	protein_coding	KNOWN	BANK1-002	ENSG00000153064.7	ENST00000508653.1
chr4	102734983	102995896	+	HAVANA	transcript	protein_coding	KNOWN	BANK1	protein_coding	KNOWN	BANK1-003	ENSG00000153064.7	ENST00000444316.2
chr4	103172198	103266362	-	HAVANA	transcript	protein_coding	KNOWN	SLC39A8	protein_coding	KNOWN	SLC39A8-003	ENSG00000138821.8	ENST00000424970.2
chr4	103182823	103266296	-	HAVANA	transcript	protein_coding	KNOWN	SLC39A8	protein_coding	KNOWN	SLC39A8-002	ENSG00000138821.8	ENST00000394833.2
chr4	103182823	103266631	-	HAVANA	transcript	protein_coding	KNOWN	SLC39A8	protein_coding	KNOWN	SLC39A8-001	ENSG00000138821.8	ENST00000356736.4
chr4	103422486	103538459	+	HAVANA	transcript	protein_coding	KNOWN	NFKB1	protein_coding	KNOWN	NFKB1-001	ENSG00000109320.7	ENST00000226574.4
chr4	103422488	103538072	+	HAVANA	transcript	protein_coding	KNOWN	NFKB1	protein_coding	KNOWN	NFKB1-002	ENSG00000109320.7	ENST00000394820.4
chr4	103422612	103459056	+	HAVANA	transcript	protein_coding	KNOWN	NFKB1	protein_coding	KNOWN	NFKB1-005	ENSG00000109320.7	ENST00000511926.1
chr4	103422629	103498196	+	HAVANA	transcript	protein_coding	KNOWN	NFKB1	protein_coding	NOVEL	NFKB1-004	ENSG00000109320.7	ENST00000507079.1
chr4	103423055	103538274	+	HAVANA	transcript	protein_coding	KNOWN	NFKB1	protein_coding	KNOWN	NFKB1-003	ENSG00000109320.7	ENST00000505458.1
chr4	103424532	103498059	+	HAVANA	transcript	protein_coding	KNOWN	NFKB1	protein_coding	KNOWN	NFKB1-007	ENSG00000109320.7	ENST00000509165.1
chr4	103498871	103538255	+	HAVANA	transcript	protein_coding	KNOWN	NFKB1	protein_coding	PUTATIVE	NFKB1-013	ENSG00000109320.7	ENST00000600343.1
chr4	103499021	103514725	+	HAVANA	transcript	protein_coding	KNOWN	NFKB1	protein_coding	PUTATIVE	NFKB1-011	ENSG00000109320.7	ENST00000508584.1
chr4	103553050	103682151	-	HAVANA	transcript	protein_coding	KNOWN	MANBA	protein_coding	KNOWN	MANBA-001	ENSG00000109323.4	ENST00000226578.4
chr4	103553145	103682090	-	HAVANA	transcript	protein_coding	KNOWN	MANBA	protein_coding	NOVEL	MANBA-002	ENSG00000109323.4	ENST00000505239.1
chr4	103715540	103748969	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-001	ENSG00000109332.15	ENST00000453744.2
chr4	103717133	103749105	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-004	ENSG00000109332.15	ENST00000394801.4
chr4	103717133	103749316	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-005	ENSG00000109332.15	ENST00000394803.5
chr4	103717134	103749105	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-201	ENSG00000109332.15	ENST00000394804.2
chr4	103717291	103748279	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-002	ENSG00000109332.15	ENST00000343106.5
chr4	103718392	103748710	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-013	ENSG00000109332.15	ENST00000321805.7
chr4	103718404	103747017	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	PUTATIVE	UBE2D3-014	ENSG00000109332.15	ENST00000350435.7
chr4	103718409	103790032	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-006	ENSG00000109332.15	ENST00000338145.3
chr4	103718421	103749006	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-012	ENSG00000109332.15	ENST00000349311.8
chr4	103718479	103746699	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	PUTATIVE	UBE2D3-019	ENSG00000109332.15	ENST00000504211.1
chr4	103718514	103790053	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-003	ENSG00000109332.15	ENST00000357194.6
chr4	103718524	103746937	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	PUTATIVE	UBE2D3-015	ENSG00000109332.15	ENST00000505207.1
chr4	103718542	103746942	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	PUTATIVE	UBE2D3-016	ENSG00000109332.15	ENST00000507845.1
chr4	103718556	103746937	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	PUTATIVE	UBE2D3-017	ENSG00000109332.15	ENST00000502404.1
chr4	103722611	103746716	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	PUTATIVE	UBE2D3-018	ENSG00000109332.15	ENST00000508476.1
chr4	103722626	103790018	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-009	ENSG00000109332.15	ENST00000508238.1
chr4	103722680	103749186	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-011	ENSG00000109332.15	ENST00000502690.1
chr4	103723769	103749221	-	HAVANA	transcript	protein_coding	KNOWN	UBE2D3	protein_coding	KNOWN	UBE2D3-010	ENSG00000109332.15	ENST00000508249.1
chr4	103790135	103810399	+	HAVANA	transcript	protein_coding	KNOWN	CISD2	protein_coding	KNOWN	CISD2-001	ENSG00000145354.5	ENST00000273986.4
chr4	103790493	103808913	+	HAVANA	transcript	protein_coding	KNOWN	CISD2	protein_coding	PUTATIVE	CISD2-002	ENSG00000145354.5	ENST00000503643.1
chr4	103806205	103940876	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B1	protein_coding	KNOWN	SLC9B1-002	ENSG00000164037.12	ENST00000394789.3
chr4	103822085	103940896	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B1	protein_coding	KNOWN	SLC9B1-001	ENSG00000164037.12	ENST00000296422.7
chr4	103827434	103832698	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B1	protein_coding	PUTATIVE	SLC9B1-007	ENSG00000164037.12	ENST00000511253.1
chr4	103832591	103912869	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B1	protein_coding	PUTATIVE	SLC9B1-008	ENSG00000164037.12	ENST00000514340.1
chr4	103911019	103940839	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B1	protein_coding	KNOWN	SLC9B1-006	ENSG00000164037.12	ENST00000510559.1
chr4	103941025	103997460	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B2	protein_coding	KNOWN	SLC9B2-002	ENSG00000164038.10	ENST00000362026.3
chr4	103941387	103979099	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B2	protein_coding	NOVEL	SLC9B2-006	ENSG00000164038.10	ENST00000506288.1
chr4	103941437	103998170	-	ENSEMBL	transcript	protein_coding	KNOWN	SLC9B2	protein_coding	KNOWN	SLC9B2-201	ENSG00000164038.10	ENST00000339611.4
chr4	103946647	103997930	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B2	protein_coding	KNOWN	SLC9B2-001	ENSG00000164038.10	ENST00000394785.3
chr4	103947113	103997489	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B2	protein_coding	NOVEL	SLC9B2-004	ENSG00000164038.10	ENST00000503103.1
chr4	103947321	103998439	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B2	protein_coding	NOVEL	SLC9B2-003	ENSG00000164038.10	ENST00000503230.1
chr4	103978971	103998481	-	HAVANA	transcript	protein_coding	KNOWN	SLC9B2	protein_coding	KNOWN	SLC9B2-007	ENSG00000164038.10	ENST00000503818.1
chr4	104000592	104021040	-	HAVANA	transcript	protein_coding	KNOWN	BDH2	protein_coding	KNOWN	BDH2-001	ENSG00000164039.10	ENST00000296424.4
chr4	104007663	104020986	-	HAVANA	transcript	protein_coding	KNOWN	BDH2	protein_coding	KNOWN	BDH2-007	ENSG00000164039.10	ENST00000504285.1
chr4	104012342	104021027	-	HAVANA	transcript	protein_coding	KNOWN	BDH2	protein_coding	KNOWN	BDH2-006	ENSG00000164039.10	ENST00000509245.1
chr4	104026963	104119566	-	ENSEMBL	transcript	protein_coding	KNOWN	CENPE	protein_coding	KNOWN	CENPE-201	ENSG00000138778.7	ENST00000265148.3
chr4	104026970	104119565	-	HAVANA	transcript	protein_coding	KNOWN	CENPE	protein_coding	KNOWN	CENPE-001	ENSG00000138778.7	ENST00000380026.3
chr4	104072393	104119565	-	HAVANA	transcript	protein_coding	KNOWN	CENPE	protein_coding	NOVEL	CENPE-007	ENSG00000138778.7	ENST00000503705.1
chr4	104115408	104119506	-	HAVANA	transcript	protein_coding	KNOWN	CENPE	protein_coding	NOVEL	CENPE-006	ENSG00000138778.7	ENST00000514974.1
chr4	104507188	104640973	-	HAVANA	transcript	protein_coding	KNOWN	TACR3	protein_coding	KNOWN	TACR3-001	ENSG00000169836.4	ENST00000304883.2
chr4	105389469	105416051	-	HAVANA	transcript	protein_coding	KNOWN	CXXC4	protein_coding	KNOWN	CXXC4-001	ENSG00000168772.9	ENST00000394767.2
chr4	105393345	105412467	-	ENSEMBL	transcript	protein_coding	KNOWN	CXXC4	protein_coding	KNOWN	CXXC4-201	ENSG00000168772.9	ENST00000426831.1
chr4	106067032	106163928	+	HAVANA	transcript	protein_coding	KNOWN	TET2	protein_coding	KNOWN	TET2-001	ENSG00000168769.8	ENST00000305737.2
chr4	106067450	106200973	+	HAVANA	transcript	protein_coding	KNOWN	TET2	protein_coding	PUTATIVE	TET2-003	ENSG00000168769.8	ENST00000513237.1
chr4	106067450	106200973	+	HAVANA	transcript	protein_coding	KNOWN	TET2	protein_coding	KNOWN	TET2-202	ENSG00000168769.8	ENST00000540549.1
chr4	106067450	106200973	+	HAVANA	transcript	protein_coding	KNOWN	TET2	protein_coding	KNOWN	TET2-203	ENSG00000168769.8	ENST00000545826.1
chr4	106067943	106200960	+	HAVANA	transcript	protein_coding	KNOWN	TET2	protein_coding	KNOWN	TET2-002	ENSG00000168769.8	ENST00000380013.4
chr4	106067943	106163928	+	HAVANA	transcript	protein_coding	KNOWN	TET2	protein_coding	KNOWN	TET2-201	ENSG00000168769.8	ENST00000394764.1
chr4	106068043	106163919	+	HAVANA	transcript	protein_coding	KNOWN	TET2	protein_coding	PUTATIVE	TET2-004	ENSG00000168769.8	ENST00000413648.2
chr4	106068614	106155429	+	HAVANA	transcript	protein_coding	KNOWN	TET2	protein_coding	KNOWN	TET2-006	ENSG00000168769.8	ENST00000514870.1
chr4	106290234	106395238	-	HAVANA	transcript	protein_coding	KNOWN	PPA2	protein_coding	KNOWN	PPA2-001	ENSG00000138777.15	ENST00000341695.5
chr4	106290400	106395221	-	HAVANA	transcript	protein_coding	KNOWN	PPA2	protein_coding	KNOWN	PPA2-002	ENSG00000138777.15	ENST00000348706.5
chr4	106290722	106370528	-	HAVANA	transcript	protein_coding	KNOWN	PPA2	protein_coding	NOVEL	PPA2-003	ENSG00000138777.15	ENST00000515567.1
chr4	106290722	106395207	-	HAVANA	transcript	protein_coding	KNOWN	PPA2	protein_coding	KNOWN	PPA2-006	ENSG00000138777.15	ENST00000354147.3
chr4	106290722	106395207	-	HAVANA	transcript	protein_coding	KNOWN	PPA2	protein_coding	PUTATIVE	PPA2-007	ENSG00000138777.15	ENST00000432483.2
chr4	106290725	106395221	-	ENSEMBL	transcript	protein_coding	KNOWN	PPA2	protein_coding	KNOWN	PPA2-202	ENSG00000138777.15	ENST00000357415.4
chr4	106290725	106395221	-	ENSEMBL	transcript	protein_coding	KNOWN	PPA2	protein_coding	KNOWN	PPA2-203	ENSG00000138777.15	ENST00000380004.2
chr4	106317483	106395216	-	HAVANA	transcript	protein_coding	KNOWN	PPA2	protein_coding	NOVEL	PPA2-022	ENSG00000138777.15	ENST00000510015.1
chr4	106320236	106395197	-	HAVANA	transcript	protein_coding	KNOWN	PPA2	protein_coding	NOVEL	PPA2-017	ENSG00000138777.15	ENST00000508518.1
chr4	106326794	106395144	-	ENSEMBL	transcript	protein_coding	KNOWN	PPA2	protein_coding	KNOWN	PPA2-201	ENSG00000138777.15	ENST00000310267.7
chr4	106345406	106395216	-	HAVANA	transcript	protein_coding	KNOWN	PPA2	protein_coding	NOVEL	PPA2-015	ENSG00000138777.15	ENST00000504028.1
chr4	106359134	106394866	-	HAVANA	transcript	protein_coding	KNOWN	PPA2	protein_coding	PUTATIVE	PPA2-021	ENSG00000138777.15	ENST00000502596.1
chr4	106473777	106552837	+	HAVANA	transcript	protein_coding	KNOWN	ARHGEF38	protein_coding	KNOWN	ARHGEF38-004	ENSG00000236699.4	ENST00000265154.2
chr4	106473779	106602070	+	HAVANA	transcript	protein_coding	KNOWN	ARHGEF38	protein_coding	PUTATIVE	ARHGEF38-001	ENSG00000236699.4	ENST00000420470.2
chr4	106603784	106629238	-	HAVANA	transcript	protein_coding	KNOWN	INTS12	protein_coding	KNOWN	INTS12-002	ENSG00000138785.10	ENST00000394735.1
chr4	106603784	106629838	-	HAVANA	transcript	protein_coding	KNOWN	INTS12	protein_coding	KNOWN	INTS12-001	ENSG00000138785.10	ENST00000340139.5
chr4	106603784	106630265	-	HAVANA	transcript	protein_coding	KNOWN	INTS12	protein_coding	KNOWN	INTS12-005	ENSG00000138785.10	ENST00000451321.2
chr4	106614475	106629822	-	HAVANA	transcript	protein_coding	KNOWN	INTS12	protein_coding	KNOWN	INTS12-007	ENSG00000138785.10	ENST00000503746.1
chr4	106614558	106629816	-	HAVANA	transcript	protein_coding	KNOWN	INTS12	protein_coding	KNOWN	INTS12-003	ENSG00000138785.10	ENST00000420368.2
chr4	106616717	106629796	-	HAVANA	transcript	protein_coding	KNOWN	INTS12	protein_coding	KNOWN	INTS12-006	ENSG00000138785.10	ENST00000416543.1
chr4	106616719	106629840	-	HAVANA	transcript	protein_coding	KNOWN	INTS12	protein_coding	KNOWN	INTS12-009	ENSG00000138785.10	ENST00000433009.1
chr4	106621030	106817143	-	HAVANA	transcript	protein_coding	KNOWN	INTS12	protein_coding	PUTATIVE	INTS12-011	ENSG00000138785.10	ENST00000510876.1
chr4	106621108	106629813	-	HAVANA	transcript	protein_coding	KNOWN	INTS12	protein_coding	KNOWN	INTS12-008	ENSG00000138785.10	ENST00000515819.1
chr4	106629935	106638892	+	HAVANA	transcript	protein_coding	KNOWN	GSTCD	protein_coding	KNOWN	GSTCD-007	ENSG00000138780.10	ENST00000512828.1
chr4	106629941	106768882	+	HAVANA	transcript	protein_coding	KNOWN	GSTCD	protein_coding	KNOWN	GSTCD-001	ENSG00000138780.10	ENST00000394730.3
chr4	106629944	106683042	+	HAVANA	transcript	protein_coding	KNOWN	GSTCD	protein_coding	PUTATIVE	GSTCD-005	ENSG00000138780.10	ENST00000507281.1
chr4	106629975	106768885	+	HAVANA	transcript	protein_coding	KNOWN	GSTCD	protein_coding	KNOWN	GSTCD-006	ENSG00000138780.10	ENST00000515279.1
chr4	106631967	106766911	+	HAVANA	transcript	protein_coding	KNOWN	GSTCD	protein_coding	KNOWN	GSTCD-002	ENSG00000138780.10	ENST00000360505.5
chr4	106631970	106640290	+	HAVANA	transcript	protein_coding	KNOWN	GSTCD	protein_coding	KNOWN	GSTCD-008	ENSG00000138780.10	ENST00000510865.1
